 Category , Part Number, Description, Location, Quantity, Counts, New Count, Difference, Oversold, Supplier, Brand
509,R-LIFT-PFL-RELIANT450,Electric Portable Floor Lift - R...,, 2.000 ,2,,-2.000 ,,Invacare Canada Ltd.,
509,R-LIFT-SL-CEA-L,Continental Easy Access Sling -...,, 0.000 ,0,, 0.000 ,,Ki Mobility Canada LTD,
509,R-LIFT-SL-CEA-M,Continental Easy Access Sling -...,, 0.000 ,0,, 0.000 ,,Ki Mobility Canada LTD,
509,R-LIFT-SL-CEA-S,Continental Easy Access Sling -...,, 1.000 ,0,,-1.000 ,,Ki Mobility Canada LTD,
509,R-LIFT-SL-DR-JR,HighStar Deluxe Recline Sling w/...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-DR-L,HighStar Deluxe Recline Sling w/...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-DR-M,HighStar Deluxe Recline Sling w/...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-DR-S,HighStar Deluxe Recline Sling w/...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-JR,HighStar Hammock Sling w/ H/S -...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-L,HighStar Hammock Sling w/ H/S -...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-M,HighStar Hammock Sling w/ H/S -...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HA-S,HighStar Hammock Sling w/ H/S -...,, 3.000 ,0,,-3.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-HY-L,Arjo HYGIENE Sling - L (Monthly...,, 2.000 ,0,,-2.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-HY-M,Arjo HYGIENE Sling - M (Monthly...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-HY-S,Arjo HYGIENE Sling - S (Monthly...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-MISC,Miscellaneous Slings (Monthly Re...,, 5.000 ,0,,-5.000 ,,,
509,R-LIFT-SL-RP,Repositioning Sling (Monthly Ren...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-STSC-L,BAND Sling for SIT-TO-STAND Lift...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSC-M,BAND Sling for SIT-TO-STAND Lift...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSC-S,BAND Sling for SIT-TO-STAND Lift...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-L,BAND Sling for SIT-TO-STAND Lift...,, 1.000 ,0,,-1.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-M,BAND Sling for SIT-TO-STAND Lift...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-STSL-S,BAND Sling for SIT-TO-STAND Lift...,, 1.000 ,0,,-1.000 ,,Arjo Canada Inc.,
509,R-LIFT-SL-TT,Tri-turn Sling (Monthly Rental),, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-JR,HighStar Universal Sling w/ H/S...,, 1.000 ,0,,-1.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-L,HighStar Universal Sling w/ H/S...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-M,HighStar Universal Sling w/ H/S...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SL-UN-S,HighStar Universal Sling w/ H/S...,, 0.000 ,0,, 0.000 ,,HighStar Healthcare Inc.,
509,R-LIFT-SS,Sara Stedy Lift (Monthly Rental),, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
509,R-LIFT-STS-RELIANT350,SIT-TO-STAND Floor Lift w. Charg...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
509,R-LIFT-STS-SARA,SIT-TO-STAND Floor Lift w. Charg...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
510,R-ACCESS-ELAN,Elan Stairlift (Monthly Rental)...,, 1.000 ,1,,-1.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
550,D-BTH,HME Demo - Bathroom Equipment,, 4.000 ,4,,-4.000 ,,HME Surrey,
551,D-BED,HME Demo - Bedroom Equipment,, 2.000 ,2,,-2.000 ,,,
552,D-MAT,HME Demo - Mattresses,, 0.000 ,0,, 0.000 ,,,
553,D-WC-PWC,HME Demo - Power Wheelchairs,, 0.000 ,0,, 0.000 ,,,
554,D-WC-TILT,HME Demo - Tilt Wheelchairs,, 13.000 ,13,,-13.000 ,,,
555,D-WC-MANUAL,HME Demo - Manual Wheelchairs,, 5.000 ,5,,-5.000 ,,,
556,D-SEA-BACK,HME Demo - Backrests,, 98.000 ,0,,-98.000 ,,,
556,D-SEA-CUSH,HME Demo - Cushions,, 92.000 ,92,,-92.000 ,,,
556,D-SEA-HR,HME Demo - Headrests,, 14.000 ,0,,-14.000 ,,,
557,D-MAT-LAL,HME Demo - Low Air Loss Mattresses,, 2.000 ,2,,-2.000 ,,,
558,D-LIFT-SL,HME Demo - Slings,, 0.000 ,0,, 0.000 ,,,
559,D-LIFT,HME Demo - Patient Lifts,, 0.000 ,0,, 0.000 ,,,
564,D-MISC,HME Demo - Miscellaneous,, 18.000 ,18,,-18.000 ,,,
565,C-P2100-1,EasyStand Strap Stand,, 0.000 ,0,, 0.000 ,,,
565,D-PED,HME Demo - Pediatric Equipment,, 91.000 ,91,,-91.000 ,,Freedom Concepts Inc,
599,1256-1820-0SS,Spex backrest,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-1106-1616-0HC,Spex Flex 16x16,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-1106-1818-0SC,Spex Cushion,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-12030-44-86,Soprano Walker,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
599,C-1256-1618-0SS,Spex 16x18 Super Shape,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-1592898,SMOOV One O10 10 km/h,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
599,C-2484690,Transfer Sling Poly Medium cost...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
599,C-2501009,Stellar GL 45° GLT Manual Tilt...,, 0.000 ,0,, 0.000 ,,PDG Product Design Group Inc.,
599,C-2501100,"22"" Stellar GLT tilt chair demo",, 0.000 ,0,, 0.000 ,,PDG Product Design Group Inc.,
599,C-2601000,T50 narrow 20” with power-tilt,, 0.000 ,0,, 0.000 ,,PDG Product Design Group Inc.,
599,C-67010100,Out and About Seat,, 1.000 ,1,,-1.000 ,,Ki Mobility,
599,C-78000009,Floor Sitter Wedge,, 0.000 ,0,, 0.000 ,,Ki Mobility,
599,C-887,Defender Booster Seat,, 0.000 ,0,, 0.000 ,,Lighthouse Medical,
599,C-888WNLEX3-VR2,ROVI x3 5.0 MPH Powerchair with...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
599,C-9008319A-00,RESID LIMB SUP CONTOUR SWING-IN...,, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-A7WC01,"A7 22""x18"" Manual Wheelchair",, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-APWC01,Apex Manual 14x16 Wheel Chair,, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-APWC11,Apex Carbon 18x18,, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-ARM415/LF/7548-INL,Vicair mattress section,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-Acta-Relief,Acta-Relief back 18x14,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-C2WC02,C2 Manual chair with 2 swing awa...,, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-EIZ4-2,Quickie Iris with Power Tilt,, 0.000 ,0,, 0.000 ,,,
599,C-FOCUS,Focus CR 18x19 Manual Tilt Chair,, 0.000 ,0,, 0.000 ,,Ki Mobility,
599,C-FOCUSFT,Liberty FT Manual Tilt Chair,, 0.000 ,0,, 0.000 ,,Ki Mobility,
599,C-FRMASMB6483,Manual Elevating Legrests,, 0.000 ,0,, 0.000 ,,Pride Mobility Products,
599,C-GPB2220,Platinum bariatric Cushion - 22x20,, 0.000 ,0,, 0.000 ,,Blake Medical Distribution,
599,C-HS1416,Roho Hybrid Select 14x16 Cushion,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-HS1618C,"ROHO Hybrid Select 16x18""",, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-HS2018C,Roho Hybrid Select 20x18 Cushion,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-I11330,F5 Corpus Power chair 17x18,, 0.000 ,0,, 0.000 ,,Permobil Ltd.,
599,C-IMX21806,Matrx MX-2 Back 18x6,, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
599,C-IMX2QRH,Matrx MX-2 Quick Release Hardwar,, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
599,C-INF HH,Infinity Link Headrest Hardware...,, 0.000 ,0,, 0.000 ,,Westech Health Care Ltd.,
599,C-INF LINK,Additional Link Set for Infinity...,, 0.000 ,0,, 0.000 ,,Westech Health Care Ltd.,
599,C-JFUSION1818AS,JAY Fusion cushion with ROHO sin...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-K170,Mobil Stander Large,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-K513,"Hip positioner, Large",, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-K533,"Hip positioner pad, large",, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-LFS/1-MW-EXP,"Leckey Freestander size 1, Meado...",, 0.000 ,0,, 0.000 ,,Sunrise Medical,
599,C-NVMAPSB14,Armadillo with vicair back size...,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-PBE2010,Matrx Elite back 20x10,, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
599,C-PBE2420-HD,"24"" x 20"" MatrX Backrest",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
599,C-PNG50084,Easystand Evolve - Medium,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
599,C-PNG50084-L,Evolv Large,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
599,C-PT50001,Easystand Bantam (Orange) – X-sma,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
599,C-Q1450,Quantum 1450,, 0.000 ,0,, 0.000 ,,Pride Mobility Products,
599,C-Q6EDGE3 STRETTO,Q6 Edge 3 Stretto,, 0.000 ,0,, 0.000 ,,Pride Mobility Products,
599,C-R668,MEDIUM TRAY,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R806,MEDIUM FOOTBOARD LIFT,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R828,SMALL PAIR OF LATERALS,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R836,MEDIUM BLUE PADS,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R852,MEDIUM HI-LO ACTIVITY CHAIR SEAT...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R853,MEDIUM TILT-IN-SPACE HI-LO BASE...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R858,MEDIUM LEG PROMPT,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R867,LARGE PAIR OF HIP GUIDES,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R868,ARMRESTS,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-R897,CONTOURED HEADREST,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-RAZ600Z360,"RAZ Commode HD 22""",, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-RR869D,R869 Forearm Prompt,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-SCPPUS,Supreme Cushion 22x20,, 0.000 ,0,, 0.000 ,,Malton Best Inc.,
599,C-SP001,Body point bag,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-SmartDrive,SmartDrive MX2+ Power Assist System,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-Stretto,Q6 Street PowerChair,, 0.000 ,0,, 0.000 ,,Pride Mobility Products,
599,C-T350,T350 Trivel Tricycle,, 1.000 ,1,,-1.000 ,,Trivel,
599,C-TROST-TB,"TRÖST BED TRAPEZE BAR, 280 LB W...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-WA-19,Savant Headrest Adapter,, 0.000 ,0,, 0.000 ,,Westech Health Care Ltd.,
599,C-WC20,Ultralight VELOCE Wheelchair (26...,, 0.000 ,0,, 0.000 ,,Motion Composites,
599,C-WM0001081,Smart Drive,, 0.000 ,0,, 0.000 ,,Permobil Ltd.,
599,C-Z16022,Raz-AP600,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-Z26022,Raz-SP600,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-Z2FS2,Tilite ZRA,, 0.000 ,0,, 0.000 ,,Permobil Canada,
599,C-Z300S18,"Raz-AT - 18""W Seat Frame an9 18""...",, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-Z30318,Raz-CAT - Standard Base Frame wi...,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
599,C-Z36022,Heavy Duty Mobile Shower Comode...,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
610,MCF Loan Program,MCFD Loan Program Monthly Fee,, 0.000 ,0,, 0.000 ,,,
616,ALSstorage,Storage of ALS equipment at HME...,, 0.000 ,0,, 0.000 ,,,
