Inventory Part,Serial #,(Unit No),Unit Description
188WM48,ZRS-057529,,"Zippie Iris
S/N ZRS-057529"
MS014-01-02,300446513,,"Arjo Maxi Sky 2 Motor
S/N 300446513"
MS014-01-02,300446518,,"Arjo Maxi Sky 2 Motor
S/N 300446518"
MS014-01-02,300446523,,"Arjo Maxi Sky 2 Motor
S/N 300446523"
86852,S088996,,"R82 Crocodile Gait Trainer
S/N S088996"
Z30318,ZSCCAT102089,,"RAZ Shower Commode
S/N ZSCCAT102089"
188WM48,ZRS057711,,"Zippie Iris
S/N ZRS057711"
Z211,Z21020210526AA,,"Rifton Wave
S/N Z21020210526AA"
Z121,Z12020210525AH,,"Rifton HTS
S/N Z12020210525AH"
HALSA-STD-HSR-PKG,ESW17092,,"Permobil Halsa - Wine
S/N ESW17092"
HALSA-STD-FSR-PKG,ESW17075,,"Permobil Halsa - Wine
S/N ESW17075"
HALSA-STD-FSR-PKG,ESW17089,,"Permobil Halsa - Natural
S/N ESW17089"
188WM48,109286007,,"Sunrise Medical Zippie Iris Tilt Wheelchair
S/N 109286007"
R851,R85020221101AI,,"Permobil Rifton Activity Chair - Medium
S/N R85020221101AI"
Z211,Z21020210610AR,,"Rifton Rifton Wave
S/N Z21020210610AR"
002WM32,Q2X-063307,,"Quickie EIQ2X
S/N Q2X-063307"
D-PED,(01)05707292834294(11)200610(10)9293455,D-02162,"D-02162
R82 Kids Potty Frame
S/N (01)05707292834294(11)200610(10)9293455"
121WM84,FZ1-010829,,"Zippie X'cape Manual WC Pink
S/N FZ1-010829"
019-00014-KH,2101429107,,"Syntetik Veriflex 60 A2 Hybrid
S/N 2101429107"
PSPSTP,LEC324665,,"Sunrise Squiggles plus Stander Package - Purple
S/N LEC324665"
183WM56,IRS-084919,,"Quickie Iris lightweight manual WC
S/N IRS-084919"
MC6000Tilt,32831,,"NuProdox MultiChair 600 tilt
S/N 32831"
888WNLEX3-VR2,1WN28DA0A0038,,"Rovi 5.0 MPH Powerchair
S/N 1WN28DA0A0038"
Z131,Z1302021072AI,,"Rifton Large HTS Tilt
S/N Z1302021072AI"
WC19,118149,,"Helio A6 17x18 Fuchsia
S/N 118149"
PSPSTB,LEC/292274,,"Leckey Squiggles Plus Stander
S/N LEC/292274"
WC02,157541,,"Motion Composites Helio A7 17x17 - Sapphire Blue
S/N 157541"
188WM48,ZRS-061095,,"Sunrise Zippie iris Tilt Wheelchair
S/N ZRS-061095"
HOY-ADVANCE-E,2105L1639,,"JOERNS Hoyer Advance Lifter Electric
S/N 2105L1639"
AQUATECR-B,(21)ORC2130377,,"Invacare Aquatec R Bath seat
S/N (21)ORC2130377"
Z211,Z21020210902AG,,"Rifton Wave Small
S/N Z21020210902AG"
TWFS2,1241134003,,"Tilite Twist Rigid Manual WC
S/N 1241134003"
K641,K64020210812AD,,"Rifton Pacer Large
S/N K64020210812AD"
WC05,119088,,"Helio C2 Ultralight Manual WC
S/N 119088"
WC01,118912,,"Motion Composites move Aluminum WC
S/N 118912"
888WNLEX3-VR2,1WN28D11A0062,,"Rovi Rovi x3 5.0 MPH PowerChair
S/N 1WN28D11A0062"
019-00014-JS,2101452908,,"Synetik Veriflex 60 A3
S/N 2101452908"
K641,k64020210925aa,,"Rifton Pacer Large
S/N k64020210925aa"
121WM87,FZ1-011039,,"Sunrise Zippe X'cape
S/N FZ1-011039"
Q4,JF126721004CN0,,"Quantam Q4
S/N JF126721004CN0"
900860,EZ12T-2140146,,"Convaid EZ Rider size 12
S/N EZ12T-2140146"
Z300S16,CAT-101687,,"Dynamic health RAZ Commode
S/N CAT-101687"
86802,5097127,,"R82 Crocodile
S/N 5097127"
WC05,122765,,"Motion Helio C2
S/N 122765"
K622,K62020211119AC,,"Permobil Upper frame standard small for Ri
S/N K62020211119AC"
86802,5094305,,"R82 Crocodile size 2
S/N 5094305"
NTB3000-CA,300476832,,"Arjo Sara Steady
S/N 300476832"
002WM32,Q2X-067796,,S/N Q2X-067796
86801,5097642,,"R82 Crocodile size 1
S/N 5097642"
K622,K62020211021AB,,S/N K62020211021AB
196WM94,QX-34068,,"Sunrise Quikcie QX WC
S/N QX-34068"
Z300S18,RAT-118436,,"Dynamic HealthCare Raz-AT Tilt commode
S/N RAT-118436"
TWFS2,1241147005,,"Tilite twist Wc
S/N 1241147005"
MS014-01-02,300480603,,"Arjo Maxi Sky MS2 2F
S/N 300480603"
MS014-01-02,300480604,,"Arjo Maxi Sky MS2 2F
S/N 300480604"
WM0001160,FCR0044758,,"Ki Mobility Focus CR
S/N FCR0044758"
Z211,Z21020211119AC,,"Permobil Wave Small
S/N Z21020211119AC"
86852,5094422,,"R82 Crocodile gait trainer
S/N 5094422"
8622220-00,628688,,"R82 Rabbit-up stander , Blue size 2
S/N 628688"
9800009-02,300482824,,"Voyager Portable
S/N 300482824"
9800009-02,300482821,,"Voyager Portable
S/N 300482821"
8724212,660470,,"R82 Inc R82 Stingray
S/N 660470"
K641,K64020211202AC,,"Permobil K641 large Pacer
S/N K64020211202AC"
882025,5098726,,"R82 Manatee Size2 , blue
S/N 5098726"
86801,5097920,,"R82 Crocodile gait trainer Yellow - Small
S/N 5097920"
62000000,00896688001855,,"Ki mobility Special Tomato jogger Stroller
S/N 00896688001855"
900996,EZ16T-2202015,,"Convaid EX Rider Size 16
S/N EZ16T-2202015"
PNG50084-1,V4044587020,,"Altimate Easy Stand Evolv Large
S/N V4044587020"
Z121,Z12020220106AK,,"Permobil Rifton HTS - Seat and back - Medium
S/N Z12020220106AK"
R841,R84020220203AC,,"Permobil Rifton Activity Chair - Medium
S/N R84020220203AC"
Z211,Z21020220110AJ,,"Permobil Z211 Wave Small
S/N Z21020220110AJ"
900145,2600013855001,,"Convaid Cruiser CX-16 - Red
S/N 2600013855001"
86801,5102860,,"R82 INC Crocodile Gait Trainer Size1 - Yellow
S/N 5102860"
3302-0000E-004,202291526,,"R & M Flux Posterior Walker  Size 2 - Pearl Night Blue
S/N 202291526"
130-600,LEC/301595,,"Leckey Early Activity System Complete
S/N LEC/301595"
86852,5094473,,"R82 Crocodile gait trainer, black size 2
S/N 5094473"
K651,K65020220128AB,,"Rifton Dynamic Pacer
S/N K65020220128AB"
019-00014-JH,2201536201,,"SYNETIK Synetik Standing Frame
S/N 2201536201"
121WM87,FZ1-011643,,"Sunrise X'Cape - Manual Wheelchair
S/N FZ1-011643"
900145,CX16T-2206193,,"Convaid Cruiser CX16
S/N CX16T-2206193"
8622220-00,628687,,"R82 Rabbit - Up Stander, Blue , Size 2
S/N 628687"
Z211,Z21020220215AI,,"Permobil Wave Small - Blue
S/N Z21020220215AI"
019-00014-KS,2201558502,,"Synetik Vertiflex 60 A2 Supine
S/N 2201558502"
Z221,Z22020220223AJ,,"Permobil Wave Bath Chair - Medium
S/N Z22020220223AJ"
R861,R86020220223AA,,"Permobil Rifton Activity Chair - Large
S/N R86020220223AA"
Z221,Z22020221118AA,,"Permobil Wave Bath Chair - Medium
S/N Z22020221118AA"
Z231,Z23020220324AI,,"Permobil Wave Large
S/N Z23020220324AI"
900351,EZ18T-2211179,,"Convaid EZ -018 EZ Rider Standard
S/N EZ18T-2211179"
888WNLEX3-VR2,1WN28D41A0052,,"Motion Concepts ROVI Base W / VR electronics
S/N 1WN28D41A0052"
AQUATECR-W,ORC2130747,,"Invacare Reclining Bath Lift - White
S/N ORC2130747"
303060,A202202121494117,,"Handicare AP-450 Portable Ceiling Lift
S/N A202202121494117"
NTB3000-CA,300513799,,"ARJO Sara Stedy
S/N 300513799"
188WM48,ZRS-06165,,"Sunrise Zippie Iris Tilt Wheelchair
S/N ZRS-06165"
Z221,Z22020230516AG,,"Permobil Wave Pink Cover - Medium
S/N Z22020230516AG"
Z211,Z21020220510AA,,"Permobil Wave Small Bath chair System
S/N Z21020220510AA"
K621,K62020220504AI,,"Permobil Rifton Dynamic upper frame pacer
S/N K62020220504AI"
9800009-02,300515830,,"Arjo Voyager portable motor
S/N 300515830"
Z131,Z13020220503AE,,"Permobil Rifton HTS - Large
S/N Z13020220503AE"
WC19,135823,,"Motion Composites HELIO A6 16x20
S/N 135823"
900301,2600013861001,,"Convaid EZ-Rider Standard size 14 - Cherry Red
S/N 2600013861001"
Z221,Z22020220720AE,,"Permobil Wave medium - Pink
S/N Z22020220720AE"
188WM48,ZRS-059820,,"Sunrise ZIPPIE IRIS
S/N ZRS-059820"
Z131,Z13020220510AC,,"Permobil Rifton HTS - Large
S/N Z13020220510AC"
WC02,137212,,"Motion Composites HELIO A7 16x20 Black
S/N 137212"
86400,701795,,"R82 INC. Pony Walking Aid - Size 0
S/N 701795"
HOY-ADVANCE-E,2112L0507,,"Joerms Hoyer Advance Lifter
S/N 2112L0507"
R841,R84020220608AA,,"Permobil R841 Medium Activity Chair Seat and back
S/N R84020220608AA"
PSPSTP,LEC/315109,,"Sunrise Squig Plus Stander - Purple
S/N LEC/315109"
K642,K64020220609AE,,"Permobil K642 Large Pacer - Standard Frame
S/N K64020220609AE"
900490,2600005055001,,"Convaid CX-14 Cruiser Standard - RED
S/N 2600005055001"
869024,706301,,"R82 Inc Mustang Walker - White Size 2
S/N 706301"
86803,5103286,,"R82 Inc Crocodile Gait trainer - Size3
S/N 5103286"
HALSA-STD-HSR-PKG,HSC17011,,"Permobil Halsa bed W/Half Rails
S/N HSC17011"
LittleWaveXP,LW0005193,,"Ki Mobility Little Wave XP Manual Chair
S/N LW0005193"
869011,703637,,"R82 INC Mustang Walker Size 1 - Yellow
S/N 703637"
PSPSTB,Lec315107,,"Sunrise Squiggles Plus Stander - Blue
S/N Lec315107"
900301,2600009198001,,"Convaid EZ Rider Size 14 - Red
S/N 2600009198001"
869033,691271,,"R82 INC Mustang Walker Size 3 - Red
S/N 691271"
870022-R,710434,,"R82 Meerkat size 2 grey
S/N 710434"
121WM84,fz1-012219,,"Sunrise Zippe xcape
S/N fz1-012219"
K641,K64020220713AI,,"Rifton Large pacer base
S/N K64020220713AI"
870011-1R,795062,,"Etac R82
S/N 795062"
HOY-ADVANCE-E,2202L0153,,"Joerns Healthcare Canada Hoyer Advance Lifter
S/N 2202L0153"
HOY-ADVANCE-E,2202L0179,,"Joerns Healthcare Canada Hoyer Advance Lifter
S/N 2202L0179"
LE00009,300528028,,"ARJO ARJO Maxisky 440 portable Motor
S/N 300528028"
121WM84,FZ1-012303,,"SUNRISE ZIPPIE X'CAPE WHEELCHAIR
S/N FZ1-012303"
900145,2600013829001,,"Convaid Cruiser Standard CX16
S/N 2600013829001"
R862,R86020220721AA,,"Permobil Rifton Activity Chair Large - Purple
S/N R86020220721AA"
R862,R86020220721AB,,"Permobil Rifton Activity Chair Large - RED
S/N R86020220721AB"
CLIK XP,CLK0014318,,"Ki Mobility Little Wave Click XP
S/N CLK0014318"
PMWS1G,LEC/313268,,"Sunrise MYWAY SIZE1
S/N LEC/313268"
KidWalk II,56370,,"Permobil Kidwalk II - Size 2
S/N 56370"
869015,704068,,"R82 INC Mustang Size 1
S/N 704068"
TWFS2,1241236035,,"TILITE Tilite Twist Rigid Manual Whelchair
S/N 1241236035"
019-00014-KS,2201654208,,"Synetik Supine A2
S/N 2201654208"
LE00009,300533043,,"Arjo Arjo Maxisky 440 Portable Motor
S/N 300533043"
HALSA-PLUS,HPA18043,,"Permobil Halsa
S/N HPA18043"
86803,5104010,,"R82 INC Crocodile Gait trainer Size3
S/N 5104010"
K631,K63020220901AB,,"Permobil
S/N K63020220901AB"
184-600,LEC320018,,"Sunrise Squiggles Standard model + support Shell
S/N LEC320018"
184-764,LEC319961,,"Sunrise Squiggles Pivot Chassis
S/N LEC319961"
870022-R,768390,,"R82 Meerkat - Size 2
S/N 768390"
WC01,144541,,"Motion Composites Move Aluminum Wheelchair - 18 x 20
S/N 144541"
SY-QHI0015-T8,7809521446,,"Quart Healthcare West Topaz 8 LAL,36x80
S/N 7809521446"
WC02,145848,,"Motion  Composites HELIO A7 - 17 x 18 - Black
S/N 145848"
CAT5Vx,CVX0110239,,"Ki Mobility Catalyst 5Vx
S/N CVX0110239"
130-600,LEC-319636,,"Sunrise Early Activity System Complete
S/N LEC-319636"
WC01,145549,,"Motion Composites Move Aluminum Wheelchair - 18 x 18
S/N 145549"
86803,5104076,,"ETAC Crocodile Gait Trainer Size3
S/N 5104076"
HALSA-STD-FSR-PKG,HSE17168,,"Permobil Halsa Bed W/ Half Rails - Wine
S/N HSE17168"
PSPSTR,LEC325427,,"Sunrise Squiggles Plus Stander Package - Red
S/N LEC325427"
R821,R82020220926AA,,"Permobil Rifton Acrivity Chair - Small
S/N R82020220926AA"
CLIK XP,CLK0014973,,"Ki Mobillity Ki Mobility Little Wave Clik XP
S/N CLK0014973"
TWFS2,1241243001,,"Tlite Twist Rigid Manual Wheelchair
S/N 1241243001"
Z30318,CAT-102486,,"Dynamic RAZ-CAT Shower Commode
S/N CAT-102486"
900996,2600020712001,,"Convaid EZ-16 Rider Standard - Red
S/N 2600020712001"
019-00014-KS,2201693610,,"Synetik Vertiflex 60 A2 Supine - Blue
S/N 2201693610"
R822,R82020221013AA,,"Permobil Rifton Activity Chair - Small
S/N R82020221013AA"
R861,R86020221013AF,,"Permobil Rifton Activity Chair - Large
S/N R86020221013AF"
HALSA-STD-HSR-PKG,HSE17180,,"Permobil Halsa Bed W/Half Side Rails - Nature
S/N HSE17180"
900351,2600021919001,,"Convaid EZ Rider EZ18 - Cordura - Purple
S/N 2600021919001"
900860,2600021935001,,"Convaid EZ Rider Size12 - Black
S/N 2600021935001"
900145,2600022242001,,"Convaid Cruiser CX-16
S/N 2600022242001"
MC6000Tilt,36977,,"Nuprodx Mutichair 6000 Tilt
S/N 36977"
86801,5106004,,"R82 INC Crocodile Gait trainer Size1 - Yellow
S/N 5106004"
Z131,Z13020221101AE,,"Permobil Rifton HTS - Large Seat & Back
S/N Z13020221101AE"
HALSA-STD-HSR-PKG,HSE17189,,"Permobil Halsa bed With Half Rails
S/N HSE17189"
HALSA-STD-FSR-PKG,HSE17194,,"Permobil Halsa bed With Half Rails
S/N HSE17194"
86803,5105283,,"R82 INC Crocodile Gait trainer
S/N 5105283"
86803,5107666,,"R82 INC Crocodile Gait Trainer - Size 3
S/N 5107666"
Kidwalk EI,57080,,"Permobil Kidwalk EI Dynamic Mobility System
S/N 57080"
Z121,Z12020221122AB,,"Permobil RIFTON HTS
S/N Z12020221122AB"
NXT-30301,NXT-57242,,"Freedom Design NXT PED Folding Manual Wheelchair
S/N NXT-57242"
869042,732324,,"R82 INC Mustang Walker
S/N 732324"
K632,K63020221215AJ,,"Permobil Pacer - Medium
S/N K63020221215AJ"
86803,5107706,,"R82 INC Crocodile Gait Trainer - Size3
S/N 5107706"
K622,K62020221227AE,,"Permobil Rifton Pacer - Small
S/N K62020221227AE"
R851,R85020230103AK,,"Permobil Rifton Activity Chair - Medium
S/N R85020230103AK"
LFS/3-MB-EXP,LEC/237218,,"Size 3 Free Stander - Mondeo Blue
S/N LEC/237218"
K641,K64020230111AC,,"Permobil Rifton Dynamic Pacer Large - Pink
S/N K64020230111AC"
Z211,Z21020230113AD,,"Permobil Wave Small - Pink
S/N Z21020230113AD"
Z231,Z23020230113AD,,"Rifton Rifton Wave Large - Blue
S/N Z23020230113AD"
184-764,LEC-322121,,"Sunrise Squiggles Pivot Base
S/N LEC-322121"
184-600,LEC-324138,,"Sunrise Squiggles Stander Plus Support Shell
S/N LEC-324138"
LittleWaveXP,CLK0015831,,"Ki Mobility Little Wave Click Xp Manual Wheel Chair
S/N CLK0015831"
AZFS1,1231332016,,"TiLite TiLite Zero Z Wheelchair
S/N 1231332016"
MS014-01-02,300559541,,"ARJO Maxi Sky 2 Motor
S/N 300559541"
121WM84,FZ1-013055,,"Sunrise X'Cape Manual Wheelchair
S/N FZ1-013055"
196WM78,QXI-052777,,"Sunrise Quickie QXi Wheelchair - Base
S/N QXI-052777"
Z111,Z11020230127AC,,"Permobil Rifton HTS - Small
S/N Z11020230127AC"
PSPSTB,LEC/324147,,"Sunrise Squiggles Plus Stander
S/N LEC/324147"
121WM87,FZ1-013127,,"Sunrise Zippie X'Cape Wheelchair
S/N FZ1-013127"
LE00009,300562992,,"Arjo Arjo Maxisky 440 Portable Motor
S/N 300562992"
900145,2600027399001,,"Convaid CX16 Cruiser Standard
S/N 2600027399001"
900351,2600030178001,,"Convaid EZ-18 EZ Rider
S/N 2600030178001"
Z121,Z12020230206AE,,"Permobil Rifton HTS - mediium
S/N Z12020230206AE"
Z211,Z21020230206AE,,"Permobil Wave - Small
S/N Z21020230206AE"
Z211,Z21020230206AB,,"Permobil Wave smal
S/N Z21020230206AB"
AQUATECR-W,ORC2207014,,"Invacare Aquatech Reclining Bath Lift
S/N ORC2207014"
CLIK XP,CLK0016065,,"KI Mobility Little Wave Click XP
S/N CLK0016065"
900145,2600031895001,,"Convaid Cruiser CX16
S/N 2600031895001"
AQUATECR-W,ORC2206656,,"Invacare Aquatec Reclining Bath Lift - White
S/N ORC2206656"
900996,2600033218001,,"EZ-16 EZ Rider Standard
S/N 2600033218001"
K641,K64020230223AA,,"Permobil Rifton Pacer - Large
S/N K64020230223AA"
900996,2600033479001,,"Convaid EZ-16 EZ Rider Standard
S/N 2600033479001"
Z231,Z23020230419AJ,,"Permobil Wave - Large
S/N Z23020230419AJ"
HALSA-STD-FSR-PKG,HSE17468,,"Permobil Halsa Bed W/Full Side Rails
S/N HSE17468"
002WM32,Q2X-087771,,"Sunrise Quickie2 Wheelchair ( Base )
S/N Q2X-087771"
Z121,Z12020230309AX,,"Pemobil Rifton HTS- Medium
S/N Z12020230309AX"
Z111,Z11020230228AF,,"Permobil Rifton HTS - Small
S/N Z11020230228AF"
188WM48,ZRS-061091,,"Sunrise Zippie IRIS
S/N ZRS-061091"
Z221,Z22020230307AK,,"Permobil Rifton Wave bath Chair - Blue
S/N Z22020230307AK"
Z221,Z22020230307AL,,"Permobil Rifton Wave - Medium - Blue
S/N Z22020230307AL"
121WM84,FZ1-013349,,"Sunrise X'Cape Manual Wheelchair
S/N FZ1-013349"
TDXSP2,21A032480,,"Motion Concepts TDX-SP2 Base
S/N 21A032480"
HOY-ADVANCE-E,2206L0071,,"Joerms HOYER ADVANCE LIFTER
S/N 2206L0071"
HOY-ADVANCE-E,2206L0076,,"Joerms HOYER ADVANCE LIFTER
S/N 2206L0076"
HOY-ADVANCE-E,2206L0093,,"Joerms HOYER ADVANCE LIFTER
S/N 2206L0093"
173-2600,LEC/333902,,"Sunrise MyWay Frame - Size 2
S/N LEC/333902"
Z131,Z13020230324AL,,"Permobil Rfton HTS - Large
S/N Z13020230324AL"
86801,5111221,,"R82 Crocodile Gait trainer size1 - Yellow
S/N 5111221"
8623226-21,741942,,"R82 Rabbit up 32"" Wheels Size3 - Grey
S/N 741942"
8623220-00,736034,,"R82 Rabbit -up Stander Size 3 - Grey
S/N 736034"
184-764,LEC334925,,"Sunrise Squiggles Pivot Base
S/N LEC334925"
184-600,LEC332075,,"Sunrise Squiggles Standard model with support shell
S/N LEC332075"
86802,5104731,,"R82 Crocodile Gait Trainer Sizze 2 - Orange
S/N 5104731"
882005,5111058,,"R82 Manatee size 0 - Blue
S/N 5111058"
ATM3,230413268801,,"AMYLIOR Alltrack M3 Power Chair
S/N 230413268801"
900145,2600039291001,,"Convaid Cruiser CX16
S/N 2600039291001"
Z121,Z12020230426AJ,,"Permobil Rifton HTS - MEDIUM
S/N Z12020230426AJ"
WC01,161149,,"Motion Composites Move Aluminum Wheelchair
S/N 161149"
870011-1R,733158,,"R82 Meerkat Pastel Blue Size 1
S/N 733158"
HALSA-STD-FSR-PKG,HSE17500,,"Permobil Halsa Bed W/Half Rails
S/N HSE17500"
108006-99-0,2523005916,,"Permobil M1 Base
S/N 2523005916"
HALSA-STD-FSR-PKG,HSE17495,,"Permobil Halsa Bed W/Half Rails - Nature
S/N HSE17495"
194WM77,QSR-052148,,"Sunrise Quickie SR45
S/N QSR-052148"
130-600,LEC323134,,"Sunrise Early Activity System Complete
S/N LEC323134"
900301,2600040824001,,"Convaid EZ Rider - Size 14
S/N 2600040824001"
67010100,ST-67010100,,"KI Mobility Out and about seat
S/N ST-67010100"
MS014-01-02,300580081,,"ARJO Maxi Sky 2 Motor
S/N 300580081"
HOY-ADVANCE-E,2208L0173,,"Joerns Hoyer Advance lifter
S/N 2208L0173"
HOY-ADVANCE-E,2208L0187,,"Joerns Hoyer Advance Lifter
S/N 2208L0187"
TWFS2,1241323020,,"TiLite TiLite Twist Rigid Manual Wheelchair
S/N 1241323020"
86803,5112109,,"R82 Crocodile Gait Trainer Mettalic Grey - Size 3
S/N 5112109"
86801,5113045,,"R82 Crocodile Gait Trainer yellow - Size 1
S/N 5113045"
Z121,Z12020230516AJ,,"Permobil Rifton HTS
S/N Z12020230516AJ"
R871,R87020230524AE,,"Permobil Rifton Activity Chair
S/N R87020230524AE"
173-2600,LEC338548,,"Sunrise MyWay - Size 2
S/N LEC338548"
R861,R86020230524AC,,"Permobil Rifton Activity Chair
S/N R86020230524AC"
MC6000Tilt,38985,,"NUPRODX MultiChair 6000
S/N 38985"
Z211,Z21020230531AE,,"Permobil Wave small
S/N Z21020230531AE"
8622220-00,742708,,"R82 Rabbit-up Stander Size2 - Blue
S/N 742708"
K642,K64020230531AB,,"Permmobil Pacer - Large
S/N K64020230531AB"
K642,K64020230527AB,,"Permobil Pacer- Large
S/N K64020230527AB"
869025-4,739526,,"R82 Mustang Walker - White
S/N 739526"
WC11,164201,,"Motion Composites Ultralight APEX Rigid Wheelchair
S/N 164201"
870022-R,709067,,"R82 Meerkat Size - Gray
S/N 709067"
WC01,164170,,"Motion Composites Move Aluminum Wheelchair 16x20
S/N 164170"
Z300S18,RAT-124288,,"dynamic RAZ-AT Standard 18""W Mobile Shower Commode
S/N RAT-124288"
K642,K64020230705AA,,"Permobil K642 Pacer - Large
S/N K64020230705AA"
900145,2600046293001,,"Convaid Cruiser CX16
S/N 2600046293001"
86852,5113391,,"R82 Crocodile gait trainer Size 2 - Black
S/N 5113391"
LittleWaveFlip,FLP0016879,,"KI Mobility Little Wave Flip XP
S/N FLP0016879"
MC6000Tilt,39376,,"nuprodx MOBILITY multiCHAIR 6000 Tilt
S/N 39376"
LE00009,300587551,,"ARJO LE00009-02 - Maxisky 440
S/N 300587551"
LE00009,300590858,,"ARJO LE00009-02 - Maxisky 440
S/N 300590858"
LE00009,300590863,,"ARJO LE00009-02 - Maxisky 440
S/N 300590863"
LE00009,300590864,,"ARJO LE00009-02 - Maxisky 440
S/N 300590864"
Z221,Z22020230703AL,,"Permobil Wave Bath Chair System - Medium
S/N Z22020230703AL"
KidWalk II,57962,,"Permobil KIDWALK II
S/N 57962"
R851,R85020230713AC,,"Permobil Rifton Activity Chair - Medium
S/N R85020230713AC"
184-600,LEC/339200,,"Sunrise SQST Stander + Support Shell
S/N LEC/339200"
184-764,LEC/339634,,"Sunrise SQST Pivot Chassis
S/N LEC/339634"
LE00009,300593956,,"ARJO LE00009-02 - Maxi Sky 440
S/N 300593956"
900145,2600048672001,,"Convaid Cruiser CX-16 - Cherry Red
S/N 2600048672001"
TWFS2,1241326008,,"TiLIte TiLite Twist Rigid Manual Wheelchair
S/N 1241326008"
K642,K64020230724AX,,"Permobil K642 - Pacer Large
S/N K64020230724AX"
86802,5113264,,"R82 Crocodile Gait Trainer Size2 - Orange
S/N 5113264"
860113-FP,701870,,"R82 Caribou
S/N 701870"
188WM48,ZRS-061954,,"ZIPPIE IRIS Tilt Wheelchair
S/N ZRS-061954"
900301,2600049370001,,"Convaid EZ Rider - Size 14
S/N 2600049370001"
K631,K63020230824AI,,"Permobil K631 - Rifton Pacer - Medium
S/N K63020230824AI"
CLIK XP,CLK0017382,,"Ki Mobility Little Wave Click XP
S/N CLK0017382"
188WM48,ZRS-061962,,"Sunrise Zippie Iris
S/N ZRS-061962"
HOY-ADVANCE-E,2210L0168,,"Joerns Hoyer Lift
S/N 2210L0168"
86852,5113333,,"R82 Crocodile Gait Trainer Black - Size 2
S/N 5113333"
Z121,Z12020230802AK,,"Permobil RZ121
S/N Z12020230802AK"
HALSA-STD-HSR-PKG,HSE17533,,"Permobil Halsa Bed W/ Halfrails
S/N HSE17533"
HALSA-STD-HSR-PKG,HSE17534,,"Permobil Halsa Bed W/ Halfrails
S/N HSE17534"
HALSA-STD-HSR-PKG,HSE17717,,"Permobil Halsa Bed W/ Halfrails
S/N HSE17717"
R841,R84020230810AI,,"Permobil Rifton Activity Chair - Medium
S/N R84020230810AI"
900996,2600051244001,,"Covaid REF 900996
S/N 2600051244001"
870011-1R,799077,,"R82 Meerkat - Sizze 1
S/N 799077"
Kidwalk EI,58561,,"Permonil Kidwalk
S/N 58561"
121WM87,FZ1-013975,,"Sunrise Zippie X'Cape Wheelchair
S/N FZ1-013975"
Z231,Z23020230823AT,,"Permobil Wave Bath Chair - Large
S/N Z23020230823AT"
Q4,JF124123010CN0,,"Quantum Quantum Q4 Power Chair
S/N JF124123010CN0"
R862,R86020230829AF,,"Permobil R862
S/N R86020230829AF"
870022-R,710892,,"R82 Meerkat Size 2
S/N 710892"
8724222,798876,,"R82 Stingray with solid tires
S/N 798876"
8911872-20,806347,,"R82 High-low frame
S/N 806347"
900996,2600054383001,,"Convaid EZ Rider Size 16
S/N 2600054383001"
63000000,UMEIO11-15LIT,,"Ki Mobility EIO Push Chair
S/N UMEIO11-15LIT"
HOY-ADVANCE-E,2209L0573,,"Joerns HOYER LIFT
S/N 2209L0573"
TWFS2,1241334007,,"TLite TiLite Twist Rigid Manual Wheelchair
S/N 1241334007"
121WM87,FZ1-014262,,"Sunrise Zippie X'Cape Manual Wheelchair
S/N FZ1-014262"
K631,K63020230922AB,,"Permobil K631 Pacer - Medium
S/N K63020230922AB"
LittleWaveFlip,FLP0017327,,"Ki Mobility Little Wave Flip XP
S/N FLP0017327"
K641,K64020230913AF,,"Permobil K641 - Large Pacer
S/N K64020230913AF"
173-2600,LEC344751,,"Sunrise Myway Frame - Size2
S/N LEC344751"
019-00014-KS,2301977110,,"Synetik Vertiflex 60 A2 Supine
S/N 2301977110"
Z121,Z12020230921AB,,"Permobil Rifton HTS - Medium
S/N Z12020230921AB"
WC05,175946,,"Motion Composites HELIO C2 Ultralight Manual Wheelchair
S/N 175946"
K642,K64020231011AQ,,"Permobil RK642 - Pacer Walker - Standard Frame - LG
S/N K64020231011AQ"
86801,5115120,,"R82 INC Crocdile gait trainer, yellow, size
S/N 5115120"
TWFS2,1241345011,,"TiLite Tilite Twist Rigid Manual Wheelchair
S/N 1241345011"
880102,8013400,,"R82 Flamingo Seat and Back, gray, size 2
S/N 8013400"
MS014-01-02,300606550,,"ARJO MS014-01-02 - Maxi Sky 2
S/N 300606550"
KidWalk II,58574,,"Permobil KidwalkII
S/N 58574"
86802,5116322,,"R82 Crocodile Gait Trainer Size 2 - Orange
S/N 5116322"
LE00009,300615518,,"ARJO LE00009-02 - MAXI SKY 440
S/N 300615518"
SY-QHI0016-OA,7809521481,,"EVERGREEN OpalAir System, 36"" x 80""
S/N 7809521481"
869042,815658,,"R82 Mustang Walker - Grey - Size 4 - 8""
S/N 815658"
184-600,LEC/343170,,"Sunrise Squiggles Stander
S/N LEC/343170"
184-764,LEC/347231,,"Sunrise Squiggles Pivot Chassis
S/N LEC/347231"
CAT5Vx,C50120991,,"Ki Mobility Catalyst 5 Manual Wheelchair
S/N C50120991"
K631,K63020231121AG,,"Permobil Rifton Pacer - Medium
S/N K63020231121AG"
86802,5116184,,"R82 Crocodile Gait trainer size2 - Orange
S/N 5116184"
109052-99-0,2522062572,,"Permobil M3 Base Corpus - M3 MPO
S/N 2522062572"
LE00009,300615528,,"ARJO LE00009-02 - Maxi Sky 440
S/N 300615528"
